Name,Latitude,Longitude
"Caroline Avenue, Charlottesville, VA, USA",38.030872,-78.463162
"Calhoun Street, Charlottesville, VA, USA",38.040515,-78.463484
"US 250, Charlottesville, VA, USA",38.057423,-78.49632
"Leake Lane, Charlottesville, VA, USA",38.02441,-78.463993
"Charlottesville, VA, USA",38.036141,-78.482369
"Allied Arts, Menlo Park, CA, USA",37.443648,-122.176807
"10th Street Northeast, Charlottesville, VA, USA",38.02864,-78.473637
"Levy Avenue, Charlottesville, VA, USA",38.026497,-78.477093
"Brown Street, Charlottesville, VA, USA",38.032441,-78.488492
"Charlottesville, VA, USA",38.036141,-78.482369
"Bollingwood Road, Charlottesville, VA, USA",38.040796,-78.511547
"Midland Street, Charlottesville, VA, USA",38.020388,-78.467272
"Roys Place, Charlottesville, VA, USA",38.018384,-78.489394
"5th Street Northeast, Charlottesville, VA, USA",38.030603,-78.478114
"Rainier Road, Charlottesville, VA, USA",38.020362,-78.506709
"Charlottesville, VA, USA",38.036141,-78.482369
"Spring Street, Charlottesville, VA, USA",38.028202,-78.500103
"Booker Street, Charlottesville, VA, USA",38.038392,-78.488568
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Howard Drive, Charlottesville, VA, USA",38.048027,-78.494039
"Azalea Drive, Charlottesville, VA, USA",38.013592,-78.512455
"Charlottesville, VA, USA",38.036141,-78.482369
"River Vista Avenue, Charlottesville, VA, USA",38.037815,-78.461529
"Old Farm Road, Charlottesville, VA, USA",38.046373,-78.498356
"Douglas Avenue, Charlottesville, VA, USA",38.025797,-78.474342
"Farish Street, Charlottesville, VA, USA",38.034417,-78.47434
"Charlottesville, VA, USA",38.036141,-78.482369
"Alderman Road, Charlottesville, VA, USA",38.039954,-78.51422
"Commerce Street, Charlottesville, VA, USA",38.031529,-78.487187
"Essex Road, Charlottesville, VA, USA",38.061946,-78.479659
"Dublin Road, Charlottesville, VA, USA",38.01908,-78.503123
"Belmont Cottage Lane, Charlottesville, VA, USA",38.016182,-78.484772
"Hillwood Place, Charlottesville, VA, USA",38.066036,-78.472467
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Little High Street, Charlottesville, VA, USA",38.029975,-78.468835
"Hammond Street, Charlottesville, VA, USA",38.021176,-78.512906
"Charlottesville, VA, USA",38.036141,-78.482369
"12th Street Northeast, Charlottesville, VA, USA",38.029431,-78.468118
"11th Street Southwest, Charlottesville, VA, USA",38.031989,-78.496385
"Evergreen Avenue, Charlottesville, VA, USA",38.036043,-78.472459
"Orange Street, Charlottesville, VA, USA",38.032542,-78.4677
"Charlottesville, VA, USA",38.036141,-78.482369
"Saint John, Antigua and Barbuda",17.108788,-61.824679
"Wayne Avenue, Charlottesville, VA, USA",38.058569,-78.499016
"Charlottesville, VA, USA",38.036141,-78.482369
"Fern Court, Charlottesville, VA, USA",38.044325,-78.467732
"Sunset Avenue, Charlottesville, VA, USA",38.01987,-78.51786
"McElroy Drive, Charlottesville, VA, USA",38.014433,-78.517017
"Edge Hill Road, Charlottesville, VA, USA",38.042501,-78.477952
"9 1/2 Street Northeast, Charlottesville, VA, USA",38.030982,-78.473403
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Court Square, Charlottesville, VA, USA",38.03126,-78.477398
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Old Fifth Circle, Charlottesville, VA, USA",38.015528,-78.500071
"Shasta Court, Charlottesville, VA, USA",38.01291,-78.510589
"Chisholm Place, Charlottesville, VA, USA",38.02701,-78.463634
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Perry Drive, Charlottesville, VA, USA",38.03634,-78.479473
"Allen Drive, Charlottesville, VA, USA",38.016903,-78.507359
"Grover Court, Charlottesville, VA, USA",38.053415,-78.472642
"Elkhorn Road, Charlottesville, VA, USA",38.021032,-78.501627
"Cottonwood Road, Charlottesville, VA, USA",38.04555,-78.465491
"Chelsea Drive, Charlottesville, VA, USA",38.029063,-78.512004
"Lambeth Lane, Charlottesville, VA, USA",38.042447,-78.505061
"Green Street, Charlottesville, VA, USA",38.016186,-78.481534
"Palatine Avenue, Charlottesville, VA, USA",38.015449,-78.480119
"St Charles Court, Charlottesville, VA, USA",38.043669,-78.460951
"Hedge Street, Charlottesville, VA, USA",38.033702,-78.47723
"Charlottesville, VA, USA",38.036141,-78.482369
"18th Street Northeast, Charlottesville, VA, USA",38.02512,-78.461389
"1114 Little High St, Charlottesville, VA, USA",38.029967,-78.469783
"Charlottesville, VA, USA",38.036141,-78.482369
"Meadowbrook Heights Road, Charlottesville, VA, USA",38.056727,-78.4819
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.02931,-78.47668
"Maple Street, Charlottesville, VA, USA",38.032449,-78.474985
"9th Street Southeast, Charlottesville, VA, USA",38.028653,-78.476622
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.02931,-78.47668
"Charlottesville, VA, USA",38.036141,-78.482369
"Woodfolk Drive, Charlottesville, VA, USA",38.018426,-78.492188
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"16th Street Northwest, Charlottesville, VA, USA",38.03991,-78.498818
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"6th Street Northwest, Charlottesville, VA, USA",38.031697,-78.488137
"Rosser Lane, Charlottesville, VA, USA",38.045788,-78.495782
"4th Street Northeast, Charlottesville, VA, USA",38.031928,-78.478366
"Charlottesville, VA, USA",38.036141,-78.482369
"Hardwood Avenue, Charlottesville, VA, USA",38.043752,-78.488159
"Gleason Street, Charlottesville, VA, USA",38.028601,-78.484256
"Cynthianna Avenue, Charlottesville, VA, USA",38.039739,-78.484051
"Charlottesville, VA, USA",38.036141,-78.482369
"Mulberry Avenue, Charlottesville, VA, USA",38.023152,-78.508614
"Charlottesville, VA, USA",38.036141,-78.482369
"Cream Street, Charlottesville, VA, USA",38.032463,-78.489869
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Berring Street, Charlottesville, VA, USA",38.023798,-78.491554
"Blue Ridge Road, Charlottesville, VA, USA",38.053005,-78.492889
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Jones Street, Charlottesville, VA, USA",38.02872,-78.498961
"Barbour Drive, Charlottesville, VA, USA",38.043309,-78.492001
"Goodman, Memphis, TN, USA",35.014185,-90.097288
"6 1/2 Street Southwest, Charlottesville, VA, USA",38.02857,-78.49093
"Richmond Road, Charlottesville, VA, USA",38.033715,-78.456206
"Chestnut Street, Charlottesville, VA, USA",38.023959,-78.470694
"Gillespie Avenue, Charlottesville, VA, USA",38.033187,-78.465525
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.02931,-78.47668
"Rio Road East, Charlottesville, VA, USA",38.047128,-78.469845
"Madison, WI, USA",43.081309,-89.395609
"Charlottesville, VA, USA",38.036141,-78.482369
"Yorktown Drive, Charlottesville, VA, USA",38.055706,-78.479127
"Charlottesville, VA, USA",38.036141,-78.482369
"Spruce Street, Charlottesville, VA, USA",38.024726,-78.471535
"Charlottesville, VA, USA",38.036141,-78.482369
"Hill Street, Charlottesville, VA, USA",38.0246,-78.511793
"Todd Avenue, Charlottesville, VA, USA",38.025061,-78.513261
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Fendall Avenue, Charlottesville, VA, USA",38.045218,-78.500126
"Somesso Court, Charlottesville, VA, USA",38.023458,-78.488987
"Burnet Way, Charlottesville, VA, USA",38.023387,-78.488589
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Maple Ridge, BC, Canada",49.260165,-122.513304
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Hilton Drive, Charlottesville, VA, USA",38.014506,-78.509916
"Ashby Place, Charlottesville, VA, USA",38.043854,-78.467758
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Westwood Circle, Charlottesville, VA, USA",38.042613,-78.481302
"Davis Avenue, Charlottesville, VA, USA",38.041316,-78.469137
"Porter Avenue, Charlottesville, VA, USA",38.01664,-78.510611
"Jefferson Park Circle, Charlottesville, VA, USA",38.017126,-78.517234
"Spottswood Road, Charlottesville, VA, USA",38.053268,-78.496101
"Grace Street, Charlottesville, VA, USA",38.034059,-78.463143
"Cambridge Circle, Charlottesville, VA, USA",38.049329,-78.487873
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Keystone Place, Charlottesville, VA, USA",38.014784,-78.471535
"Tufton Avenue, Charlottesville, VA, USA",38.021867,-78.473726
"Observatory Avenue, Charlottesville, VA, USA",38.027164,-78.514147
"Rayon Street, Charlottesville, VA, USA",38.022411,-78.483869
"Jamestown Drive, Charlottesville, VA, USA",38.060311,-78.473623
"Charlottesville, VA, USA",38.02931,-78.47668
"Charlottesville, VA, USA",38.036141,-78.482369
"Clarke Court, Charlottesville, VA, USA",38.026957,-78.515452
"Morris Paul Court, Charlottesville, VA, USA",38.024229,-78.522187
"Keith Valley Road, Charlottesville, VA, USA",38.058586,-78.483922
"5th Street Northwest, Charlottesville, VA, USA",38.032274,-78.487222
"Robertson Lane, Charlottesville, VA, USA",38.037493,-78.476441
"Hemlock Lane, Charlottesville, VA, USA",38.044152,-78.493434
"Charlottesville, VA, USA",38.036141,-78.482369
"13th Street Northeast, Charlottesville, VA, USA",38.028423,-78.46727
"Stratford Court, Charlottesville, VA, USA",38.025463,-78.508573
"8th Street Northeast, Charlottesville, VA, USA",38.032109,-78.474964
"Leonard Street, Charlottesville, VA, USA",38.021888,-78.47176
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Tunlaw Place, Charlottesville, VA, USA",38.043247,-78.496568
"Meadow Street, Charlottesville, VA, USA",38.042118,-78.486591
"Kerry Lane, Charlottesville, VA, USA",38.067362,-78.47201
"North Baker Street, Charlottesville, VA, USA",38.026855,-78.503524
"250 29, Bécal, Mexico",20.44787,-90.036508
"Cameron Lane, Charlottesville, VA, USA",38.039927,-78.510708
"Charlottesville, VA, USA",38.036141,-78.482369
"Lester Drive, Charlottesville, VA, USA",38.058468,-78.471916
"Buckingham Road, Charlottesville, VA, USA",38.048149,-78.495275
"Charlottesville, VA, USA",38.02931,-78.47668
"Hillcrest Road, Charlottesville, VA, USA",38.042506,-78.476634
"Charlottesville, VA, USA",38.036141,-78.482369
"Wilder Drive, Charlottesville, VA, USA",38.045012,-78.468776
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Bing Lane, Charlottesville, VA, USA",38.020216,-78.507585
"Charlottesville, VA, USA",38.036141,-78.482369
"University Court, Charlottesville, VA, USA",38.037353,-78.49823
"Mowbray Place, Charlottesville, VA, USA",38.036129,-78.464499
"Charlottesville, VA, USA",38.036141,-78.482369
"Westerly Avenue, Charlottesville, VA, USA",38.024621,-78.522231
"Charlottesville, VA, USA",38.036141,-78.482369
"Marion Court, Charlottesville, VA, USA",38.016519,-78.516103
"Wilson Court, Charlottesville, VA, USA",38.065721,-78.476193
"Eton Road, Charlottesville, VA, USA",38.016443,-78.51738
"Wine Cellar Circle, Charlottesville, VA, USA",38.035803,-78.477517
"Montpelier Street, Charlottesville, VA, USA",38.025373,-78.518022
"Charlottesville, VA, USA",38.036141,-78.482369
"Rivanna Avenue, Charlottesville, VA, USA",38.040808,-78.483867
"Charlottesville, VA, USA",38.036141,-78.482369
"Grimes Place, Charlottesville, VA, USA",38.015138,-78.496621
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Sycamore Street, Charlottesville, VA, USA",38.033279,-78.470352
"Charlottesville, VA, USA",38.036141,-78.482369
"Kelly Avenue, Charlottesville, VA, USA",38.034483,-78.472685
"Garden Street, Charlottesville, VA, USA",38.024507,-78.473451
"Martin Street, Charlottesville, VA, USA",38.041547,-78.46048
"Pen Park Lane, Charlottesville, VA, USA",38.05115,-78.459262
"Charlottesville, VA, USA",38.036141,-78.482369
"Meadowbrook Road, Charlottesville, VA, USA",38.0547,-78.49441
"Charlottesville, VA, USA",38.036141,-78.482369
"1177 5th Street Southwest, Charlottesville, VA, USA",38.011543,-78.504578
"Charlottesville, VA, USA",38.036141,-78.482369
"Thomson Road, Charlottesville, VA, USA",38.037341,-78.511357
"Culbreth Road, Charlottesville, VA, USA",38.039925,-78.504127
"Market Street, Charlottesville, VA, USA",38.032395,-78.483083
"Charlottesville, VA, USA",38.036141,-78.482369
"Middleton Lane, Charlottesville, VA, USA",38.013166,-78.515924
"Charlottesville, VA, USA",38.036141,-78.482369
"Cargil Lane, Charlottesville, VA, USA",38.037846,-78.473294
"Glenn Court, Charlottesville, VA, USA",38.069401,-78.472771
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Kenwood Circle, Charlottesville, VA, USA",38.058145,-78.478929
"Florence Road, Charlottesville, VA, USA",38.0175,-78.469105
"Birdwood Court, Charlottesville, VA, USA",38.042121,-78.479193
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Greenway Road, Charlottesville, VA, USA",38.044229,-78.487205
"Eastview Street, Charlottesville, VA, USA",38.014217,-78.472225
"University Manor, Charlottesville, VA, USA",38.024892,-78.49435
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Hanover Street, Charlottesville, VA, USA",38.027114,-78.50113
"Elm Street, Charlottesville, VA, USA",38.027721,-78.49402
"Charlottesville, VA, USA",38.036141,-78.482369
"Rugby Place, Charlottesville, VA, USA",38.044184,-78.49795
"Ward Avenue, Charlottesville, VA, USA",38.033478,-78.463041
"Charlottesville, VA, USA",38.036141,-78.482369
"Northwood Circle, Charlottesville, VA, USA",38.036835,-78.478194
"Charlottesville, VA, USA",38.036141,-78.482369
"10th Street Southwest, Charlottesville, VA, USA",38.027224,-78.496884
"Howard Drive, Charlottesville, VA, USA",38.048027,-78.494039
"Saint Clair Avenue, Charlottesville, VA, USA",38.039737,-78.461228
"Oakmont Street, Charlottesville, VA, USA",38.027309,-78.485379
"Run Street, Charlottesville, VA, USA",38.034344,-78.493549
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Malcolm, NE, USA",40.90753,-96.864731
"Augusta Street, Charlottesville, VA, USA",38.043423,-78.485235
"Charlottesville, VA, USA",38.036141,-78.482369
"Rugby Circle, Charlottesville, VA, USA",38.049872,-78.489546
"Leigh Place, Charlottesville, VA, USA",38.014751,-78.498009
"7th Street Northwest, Charlottesville, VA, USA",38.031732,-78.489627
"Charlottesville, VA, USA",38.02931,-78.47668
"Charlottesville, VA, USA",38.036141,-78.482369
"Pantops Center, Charlottesville, VA, USA",38.031784,-78.45867
"Charlottesville, VA, USA",38.036141,-78.482369
"Edgewood Lane, Charlottesville, VA, USA",38.044573,-78.500983
"9th Street Northeast, Charlottesville, VA, USA",38.029382,-78.47549
"Plymouth Road, Charlottesville, VA, USA",38.047607,-78.480976
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Otter Street, Charlottesville, VA, USA",38.037473,-78.463421
"Charlottesville, VA, USA",38.036141,-78.482369
"Lyons Court Lane, Charlottesville, VA, USA",38.037284,-78.472498
"Nelson Drive, Charlottesville, VA, USA",38.037931,-78.478393
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Rock Raymond, Trumbull, CT, USA",41.291509,-73.267593
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Morris Road, Charlottesville, VA, USA",38.042179,-78.513334
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Rosser Avenue, Charlottesville, VA, USA",38.039965,-78.49283
"Riverdale Drive, Charlottesville, VA, USA",38.034602,-78.460851
"Park Lane West, Charlottesville, VA, USA",38.017285,-78.511606
"Holly Drive, Charlottesville, VA, USA",38.033809,-78.49343
"Charlottesville, VA, USA",38.036141,-78.482369
"Sonoma Street, Charlottesville, VA, USA",38.020948,-78.47313
"Little Graves Street, Charlottesville, VA, USA",38.026856,-78.475888
"Bunker Hill Drive, Charlottesville, VA, USA",38.060439,-78.474641
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Lili Lane, Charlottesville, VA, USA",38.04895,-78.462922
"Linda Court, Charlottesville, VA, USA",38.062063,-78.498908
"Robinson Place, Charlottesville, VA, USA",38.021905,-78.4847
"Charlottesville, VA, USA",38.036141,-78.482369
"Herndon Road, Charlottesville, VA, USA",38.046448,-78.488334
"Gildersleeve Wood, Charlottesville, VA, USA",38.03073,-78.5067
"Charlottesville, VA, USA",38.036141,-78.482369
"Piedmont Avenue South, Charlottesville, VA, USA",38.025184,-78.518701
"Sherwood Road, Charlottesville, VA, USA",38.046287,-78.480261
"Charlottesville, VA, USA",38.036141,-78.482369
"Kent Road, Charlottesville, VA, USA",38.039666,-78.516074
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"High Street, Charlottesville, VA, USA",38.033193,-78.48343
"Charlottesville, VA, USA",38.036141,-78.482369
"Bland Circle, Charlottesville, VA, USA",38.044498,-78.4562
"Galloway Drive, Charlottesville, VA, USA",38.056711,-78.472693
"Charlottesville, VA, USA",38.036141,-78.482369
"University Manor, Charlottesville, VA, USA",38.024892,-78.49435
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Lide Place, Charlottesville, VA, USA",38.014861,-78.495534
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Blincoe Lane, Charlottesville, VA, USA",38.016497,-78.483879
"Charlottesville, VA, USA",38.036141,-78.482369
"Market Street East, Charlottesville, VA, USA",38.031107,-78.479774
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Twyman Road, Charlottesville, VA, USA",38.041365,-78.51404
"Valley Circle, Charlottesville, VA, USA",38.028895,-78.506504
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"1st Street, Charlottesville, VA, USA",38.021479,-78.486726
"Jefferson Street, Charlottesville, VA, USA",38.028808,-78.46962
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Copeley Road, Charlottesville, VA, USA",38.04673,-78.504284
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Ware Street, Charlottesville, VA, USA",38.023639,-78.483809
"Charlottesville, VA, USA",38.036141,-78.482369
"Church Street, Charlottesville, VA, USA",38.024399,-78.478213
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Parker Place, Charlottesville, VA, USA",38.04664,-78.489863
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Stonefield Lane, Charlottesville, VA, USA",38.04676,-78.490891
"Brandon Avenue, Charlottesville, VA, USA",38.030859,-78.504024
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Lane Road, Charlottesville, VA, USA",38.031145,-78.500411
"Charlottesville, VA, USA",38.036141,-78.482369
"6th Street Northeast, Charlottesville, VA, USA",38.030775,-78.477265
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Rothery Road, Charlottesville, VA, USA",38.040962,-78.508608
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Marie Place, Charlottesville, VA, USA",38.066702,-78.474314
"Warren Lane, Charlottesville, VA, USA",38.056841,-78.480663
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville, VA, USA",38.036141,-78.482369
"Jeanette Lancaster Way, Charlottesville, VA, USA",38.03114,-78.50207
"Robinson Woods, Charlotte, NC, USA",35.15837,-80.779424
"Massie Road, Charlottesville, VA, USA",38.052288,-78.507539
"64 University Way, Charlottesville, VA, USA",38.041617,-78.50131
"Laurel Circle, Charlottesville, VA, USA",38.024134,-78.50158
"Charlottesville, VA, USA",38.036141,-78.482369
"North Berkshire Road, Charlottesville, VA, USA",38.062889,-78.497097
"Charlottesville, VA, USA",38.036141,-78.482369
"Sprigg Lane, Charlottesville, VA, USA",38.038798,-78.508234
"Charlottesville, VA, USA",38.036141,-78.482369
"Charlottesville High School, Charlottesville, VA, USA",38.052179,-78.475095
"Kensington Avenue, Charlottesville, VA, USA",38.044792,-78.490003
"Charlottesville, VA, USA",38.036141,-78.482369
